folder,direct_files,descendant_files,authority_surface,canonical_owner,disposition,execution_wave,founder_gate,blocker,rollback,verification,review_state,classification_basis
12_PUBLIC_SITE/trinity/16-the-great-filter,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/17-the-egregorocene,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/18-the-strange-attractor,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/19-a-brahmanism,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/20-the-hybrid-sovereign,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/21-the-tightrope,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/22-the-teleology,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/23-the-dac,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/24-the-mycelium,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/25-the-compression,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/26-the-exoteric-inversion,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/27-the-samudra-manthan,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/28-l4-star,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/29-the-compass-and-the-sextant,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/31-vmosk-as-applied-emergentism,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/32-the-four-lines,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/33-the-derivation,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/34-research-brief-the-fork,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/35-research-brief-teleology-spectrum,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/36-the-dimensional-trophic-cascade,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/37-sexual-selection-as-visible-f5,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/38-tantra-as-f5-redirection,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/39-neoteny-as-f5-delay-and-cultural-womb,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/simulation-spec,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/value,1,11,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/value/00-anmut-and-demut,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/value/00-bridge-laws-between-levels,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/value/00-commandment-vs-geometry,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/value/00-constitutional-economics,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/value/00-objective-morals-and-ethics,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/value/00-the-good-the-evil-and-the-transcendentals,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/value/00-theurgy-and-f5-force-map,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/value/01-k2-decision-protocol,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/value/01-rights-duties-and-due-process,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/value/01-transcendentals,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/vendor,1,11,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/vendor/three-0.160.0,1,10,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/vendor/three-0.160.0/controls,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/vendor/three-0.160.0/postprocessing,6,6,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/vendor/three-0.160.0/shaders,2,2,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will,1,31,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/00-a-square-cannot-be-negative,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/00-from-lagrangian-to-dac,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/00-neoteny-the-hardware-upgrade,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/00-saturation-and-return,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/00-the-core-conjecture,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/00-the-framework-on-its-own-teleology-spectrum,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/00-the-generative-lagrangian,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/00-the-hidden-center-of-the-framework,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/00-the-tantric-vajrayana-transmutation,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/01-f5-force-map-and-ektropy,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/01-the-rosetta-question,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/02-the-serpent-is-f5,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/03-f5-as-gradient-selection-with-staging,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/03-why-the-constraint-matters,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/04-what-the-corpus-reveals,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/05-exhaustive-observations,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/06-the-unsaid,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/06a-what-remains-unseen,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/07-the-four-forces-are-the-four-lines,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/08-what-we-havent-said,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/09-path-d-the-amgm-geometry,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/09a-the-lagrangian-question,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/10a-path-d-computation,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/11-phase-zero-complete,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/12-the-spectrum-results,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/13-paths-abc-analysis,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/14-log-form-of-the-power-max-lemma,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/15-log-form-of-the-power-max-lemma,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/16-operator-consistency-audit,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/will/l1-l7-refinement-audit,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE,10,318,local front doors + recursive manifest,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/00_K3_SWEEP_2026_05_31,4,21,local front doors + recursive manifest,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/00_K3_SWEEP_2026_05_31/01_TELEOLOGY,4,4,local front doors + recursive manifest,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/00_K3_SWEEP_2026_05_31/06_ONTOLOGY,4,4,local front doors + recursive manifest,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/00_K3_SWEEP_2026_05_31/07_THEOLOGY,4,4,local front doors + recursive manifest,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/00_K3_SWEEP_2026_05_31/08_FRAMEWORK_SUPPORT,0,5,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/00_K3_SWEEP_2026_05_31/08_FRAMEWORK_SUPPORT/05_SYNTHESIS,5,5,local front doors + recursive manifest,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/00_KERNEL_DISTILLATION_2026_07_19,1,5,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/00_KERNEL_DISTILLATION_2026_07_19/root_staging,4,4,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT,3,206,local front doors + recursive manifest,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS,13,84,local front doors + recursive manifest,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE,5,50,local front doors + recursive manifest,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/COMMUNITY,2,2,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/ECONOMY,2,5,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/ECONOMY/giving,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/ECONOMY/k-star,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/ECONOMY/mesh-economy,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/ETHICS,2,5,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/ETHICS/comprehension,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/ETHICS/equatorial-balance,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/ETHICS/four-quadrants,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/GEOMETRY,2,7,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/GEOMETRY/conjectures,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/GEOMETRY/proofs,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/GEOMETRY/visualization,3,3,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/GREAT_FILTER,2,5,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
